heart_rate,emotion,symptoms,disease,risk,specialist
62,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
85,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
61,sad,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
69,neutral,chest pain fever cough,Pericarditis,Low,Cardiologist
136,sad,chest pain shortness breath sweating,Heart Attack,Critical,Cardiologist
76,neutral,abdominal pain diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
88,sad,joint stiffness swelling,Osteoarthritis,Low,Orthopedic
79,sad,pain numbness legs,Slip Disc,Low,Orthopedic
94,sad,cough chest wheezing,Asthma,High,Pulmonologist
66,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
77,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
90,neutral,cough shortness of breath wheezing,COPD,Low,Pulmonologist
77,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
61,neutral,loss thirst frequent urination,Diabetes,Low,Endocrinologist
69,sad,cough fatigue,Flu,Low,General Physician
72,neutral,abdominal pain bloating constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
86,neutral,ear fever hearing loss,Otitis Media,Low,ENT Specialist
79,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
81,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
121,surprise,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
89,sad,headache stiff neck,Meningitis,Low,Neurologist
101,angry,headache blurred vision,Hypertension,Medium,Neurologist
64,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
99,sad,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
66,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
117,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
76,sad,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
53,neutral,weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
68,neutral,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
97,neutral,headache vision dizziness,Hypertension,Medium,Neurologist
117,neutral,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
80,sad,patches silvery scales itching,Psoriasis,Low,Dermatologist
73,neutral,fever cough fatigue,Flu,Low,General Physician
63,neutral,chronic cough shortness breath wheezing,COPD,Low,Pulmonologist
57,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
78,sad,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
60,sad,joint pain swelling,Arthritis,Low,Orthopedic
71,neutral,pain fever cough,Pericarditis,Low,Cardiologist
72,sad,pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
85,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
128,fear,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
89,sad,seizures confusion temporary of awareness,Epilepsy,Low,Neurologist
65,sad,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
87,sad,abdominal pain weight loss,Crohn's Disease,Low,Gastroenterologist
73,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
68,sad,frequent urination excessive weight loss,Diabetes Type 1,Low,Endocrinologist
82,fear,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
87,sad,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
100,sad,excessive worry fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
136,sad,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
90,sad,back pain loss of height bone,Osteoporosis,Low,Orthopedic
79,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
89,neutral,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
62,sad,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
74,sad,fever cough fatigue,Flu,Low,General Physician
81,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
65,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
104,neutral,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
85,sad,joint pain swelling morning stiffness,Rheumatoid Arthritis,Low,Rheumatologist
64,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
68,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
75,neutral,abdominal diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
112,sad,chest pain dizziness,Heart Failure,High,Cardiologist
135,sad,chest pain of breath sweating,Heart Attack,Critical,Cardiologist
63,neutral,joint pain swelling,Arthritis,Low,Orthopedic
82,sad,fever cough loss of taste of breath,COVID-19,High,General Physician
93,sad,fever cough chest pain shortness breath,Pneumonia,High,Pulmonologist
84,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
65,sad,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
80,neutral,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
68,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
71,neutral,skin rash itching allergy,Allergy,Low,Dermatologist
76,sad,joint pain swelling morning stiffness,Rheumatoid Arthritis,Low,Rheumatologist
86,neutral,fever cough fatigue,Flu,Low,General Physician
85,neutral,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
89,sad,abdominal pain diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
89,neutral,blurred vision urination fatigue,Diabetes Type 2,Low,Endocrinologist
141,fear,chest pain shortness of breath,Heart Attack,Critical,Cardiologist
70,neutral,sore throat fever lymph nodes,Strep Throat,Low,ENT Specialist
81,sad,headache stiff neck fever,Meningitis,Low,Neurologist
111,fear,excessive restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
105,neutral,loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
68,sad,red patches silvery scales itching,Psoriasis,Low,Dermatologist
64,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
83,neutral,skin rash allergy,Allergy,Low,Dermatologist
75,neutral,skin itching allergy,Allergy,Low,Dermatologist
68,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
119,fear,chest tightness wheezing,Asthma,High,Pulmonologist
63,neutral,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
80,neutral,patches silvery scales itching,Psoriasis,Low,Dermatologist
62,sad,headache stiff neck fever,Meningitis,Low,Neurologist
61,sad,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
86,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
85,sad,fever headache abdominal diarrhea,Typhoid,Low,Infectious Disease Specialist
82,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
69,neutral,abdominal pain diarrhea blood in,Ulcerative Colitis,Low,Gastroenterologist
73,sad,fever headache abdominal pain,Typhoid,Low,Infectious Disease Specialist
72,neutral,back numbness legs,Slip Disc,Low,Orthopedic
71,neutral,itching dry skin rash,Eczema,Low,Dermatologist
84,neutral,abdominal pain diarrhea loss,Crohn's Disease,Low,Gastroenterologist
63,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
76,neutral,joint stiffness swelling,Osteoarthritis,Low,Orthopedic
84,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
69,neutral,joint pain swelling morning stiffness,Rheumatoid Arthritis,Low,Rheumatologist
116,fear,excessive worry restlessness irritability,Anxiety Disorder,Medium,Psychiatrist
125,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
86,sad,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
62,neutral,pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
74,sad,headache stiff neck fever,Meningitis,Low,Neurologist
72,sad,hand tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
90,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
113,fear,chest pain radiating arm shortness of breath,Angina,High,Cardiologist
158,neutral,palpitations chest pain,Arrhythmia,High,Cardiologist
72,neutral,fever headache body pain,Dengue,Low,General Physician
65,neutral,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
81,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
79,sad,joint stiffness swelling,Arthritis,Low,Orthopedic
88,sad,joint pain stiffness,Osteoarthritis,Low,Orthopedic
63,neutral,headache neck fever,Meningitis,Low,Neurologist
60,neutral,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
105,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
122,sad,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
77,neutral,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
108,neutral,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
90,sad,urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
86,sad,cough fatigue,Flu,Low,General Physician
121,fear,chest shortness of breath sweating,Heart Attack,Critical,Cardiologist
130,surprise,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
63,neutral,sadness loss of interest fatigue changes,Depression,Medium,Psychiatrist
61,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
82,neutral,fever headache pain diarrhea,Typhoid,Low,Infectious Disease Specialist
70,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
85,sad,headache stiff neck fever,Meningitis,Low,Neurologist
119,sad,cough tightness wheezing,Asthma,High,Pulmonologist
82,sad,ear pain fever loss,Otitis Media,Low,ENT Specialist
72,neutral,fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
89,neutral,itching redness dry skin rash,Eczema,Low,Dermatologist
125,sad,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
85,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
83,sad,cough night sweats weight loss,Tuberculosis,Low,Pulmonologist
82,neutral,pain fever cough,Pericarditis,Low,Cardiologist
90,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
103,fear,abdominal nausea fever loss of appetite,Appendicitis,Critical,Surgeon
109,fear,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
71,neutral,abdominal pain diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
81,sad,joint pain rash,Lyme Disease,Low,Infectious Disease Specialist
66,neutral,abdominal pain diarrhea blood stool,Ulcerative Colitis,Low,Gastroenterologist
77,sad,frequent urination excessive thirst loss,Diabetes Type 1,Low,Endocrinologist
101,sad,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
72,neutral,sadness loss of fatigue sleep changes,Depression,Medium,Psychiatrist
113,fear,abdominal pain nausea fever loss of,Appendicitis,Critical,Surgeon
77,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
80,neutral,fever chills headache,Malaria,Low,Infectious Disease Specialist
108,sad,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
64,sad,pimples blackheads oily skin,Acne,Low,Dermatologist
70,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
62,neutral,stomach pain nausea vomiting,Gastritis,Low,Gastroenterologist
81,neutral,red patches silvery scales itching,Psoriasis,Low,Dermatologist
87,sad,headache stiff neck fever,Meningitis,Low,Neurologist
64,sad,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
68,sad,loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
61,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
108,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
105,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
69,sad,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
76,neutral,eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
78,sad,pimples blackheads whiteheads oily skin,Acne,Low,Dermatologist
62,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
76,neutral,pimples blackheads oily skin,Acne,Low,Dermatologist
71,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
78,neutral,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
100,angry,blurred vision dizziness,Hypertension,Medium,Neurologist
68,neutral,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
64,neutral,joint pain stiffness swelling,Arthritis,Low,Orthopedic
71,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
94,sad,cough chest tightness,Asthma,High,Pulmonologist
78,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
147,fear,chest pain of breath sweating,Heart Attack,Critical,Cardiologist
136,fear,palpitations dizziness pain,Arrhythmia,High,Cardiologist
64,neutral,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
145,neutral,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
63,neutral,fever headache pain diarrhea,Typhoid,Low,Infectious Disease Specialist
63,neutral,back pain legs,Slip Disc,Low,Orthopedic
78,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
76,neutral,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
75,neutral,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
66,sad,weight thirst frequent urination,Diabetes,Low,Endocrinologist
118,surprise,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
90,sad,skin rash itching,Allergy,Low,Dermatologist
84,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
96,neutral,blurred vision dizziness,Hypertension,Medium,Neurologist
70,neutral,frequent urination excessive thirst weight,Diabetes Type 1,Low,Endocrinologist
62,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
78,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
91,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
69,sad,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
90,sad,red eyes discharge,Conjunctivitis,Low,Ophthalmologist
76,neutral,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
62,neutral,itching redness dry skin rash,Eczema,Low,Dermatologist
90,sad,stomach nausea vomiting bloating,Gastritis,Low,Gastroenterologist
67,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
64,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
118,fear,cough chest tightness wheezing,Asthma,High,Pulmonologist
86,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
67,sad,itching redness dry skin,Eczema,Low,Dermatologist
85,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
128,fear,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
62,sad,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
85,sad,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
64,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
82,neutral,skin itching allergy,Allergy,Low,Dermatologist
73,sad,back pain of height bone fractures,Osteoporosis,Low,Orthopedic
72,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
118,sad,cough chest wheezing,Asthma,High,Pulmonologist
71,neutral,blurred frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
79,sad,fever headache body pain,Dengue,Low,General Physician
83,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
72,sad,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
86,neutral,heartburn acid chest pain,GERD,Low,Gastroenterologist
87,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
